date,price
1990-12-25,118.16
1991-01-24,104.04
1991-02-23,118.52
1991-03-25,102.72
1991-04-24,106.44
1991-05-24,115.17
1991-06-23,106.39
1991-07-23,117.85
1991-08-22,102.77
1991-09-21,101.51
1991-10-21,104.95
1991-11-20,117.22
1991-12-20,109.83
1992-01-19,109.97
1992-02-18,108.67
1992-03-19,113.61
1992-04-18,119.41
1992-05-18,107.43
1992-06-17,100.26
1992-07-17,115.85
1992-08-16,117.34
1992-09-15,116.68
1992-10-15,119.88
1992-11-14,108.3
1992-12-14,111.86
1993-01-13,110.69
1993-02-12,108.24
1993-03-14,116.36
1993-04-13,117.75
1993-05-13,113.92
1993-06-12,101.88
1993-07-12,118.32
1993-08-11,117.68
1993-09-10,108.44
1993-10-10,119.37
1993-11-09,108.13
1993-12-09,107.85
1994-01-08,101.72
1994-02-07,120.0
1994-03-09,114.36
1994-04-08,103.83
1994-05-08,105.41
1994-06-07,107.13
1994-07-07,106.15
1994-08-06,115.02
1994-09-05,121.22
1994-10-05,120.23
1994-11-04,102.7
1994-12-04,106.05
1995-01-03,114.99
1995-02-02,109.09
1995-03-04,119.52
1995-04-03,101.48
1995-05-03,103.21
1995-06-02,100.02
1995-07-02,121.62
1995-08-01,102.73
1995-08-31,115.37
1995-09-30,115.17
1995-10-30,112.14
1995-11-29,101.08
1995-12-29,111.77
1996-01-28,105.64
1996-02-27,119.16
1996-03-28,111.29
1996-04-27,119.2
1996-05-27,113.91
1996-06-26,103.51
1996-07-26,107.79
1996-08-25,112.24
1996-09-24,118.72
1996-10-24,117.38
1996-11-23,112.45
1996-12-23,112.02
1997-01-22,104.22
1997-02-21,106.36
1997-03-23,111.61
1997-04-22,118.76
1997-05-22,106.23
1997-06-21,103.29
1997-07-21,113.96
1997-08-20,117.28
1997-09-19,121.01
1997-10-19,104.8
1997-11-18,102.85
1997-12-18,108.54
1998-01-17,103.14
1998-02-16,121.32
1998-03-18,104.63
1998-04-17,110.12
1998-05-17,118.69
1998-06-16,118.89
1998-07-16,119.75
1998-08-15,107.1
1998-09-14,109.12
1998-10-14,118.64
1998-11-13,113.87
1998-12-13,105.35
1999-01-12,108.33
1999-02-11,118.13
1999-03-13,122.63
1999-04-12,110.31
1999-05-12,102.03
1999-06-11,121.46
1999-07-11,117.79
1999-08-10,101.87
1999-09-09,108.26
1999-10-09,122.1
1999-11-08,110.41
1999-12-08,102.82
2000-01-07,106.04
2000-02-06,115.39
2000-03-07,100.28
2000-04-06,107.43
2000-05-06,117.13
2000-06-05,118.17
2000-07-05,104.58
2000-08-04,108.47
2000-09-03,106.77
2000-10-03,118.22
2000-11-02,115.05
2000-12-02,117.3
2001-01-01,102.93
2001-01-31,119.27
2001-03-02,110.82
2001-04-01,120.44
2001-05-01,122.6
2001-05-31,104.53
2001-06-30,107.16
2001-07-30,112.77
2001-08-29,109.08
2001-09-28,110.31
2001-10-28,121.74
2001-11-27,110.64
2001-12-27,106.1
2002-01-26,110.15
2002-02-25,122.24
2002-03-27,111.07
2002-04-26,100.84
2002-05-26,117.07
2002-06-25,113.26
2002-07-25,101.33
2002-08-24,115.88
2002-09-23,122.21
2002-10-23,120.25
2002-11-22,120.09
2002-12-22,102.03
2003-01-21,109.98
2003-02-20,108.61
2003-03-22,111.5
2003-04-21,114.98
2003-05-21,106.36
2003-06-20,105.31
2003-07-20,107.7
2003-08-19,108.73
2003-09-18,102.05
2003-10-18,102.85
2003-11-17,122.93
2003-12-17,103.69
2004-01-16,108.86
2004-02-15,106.89
2004-03-16,109.97
2004-04-15,121.68
2004-05-15,114.99
2004-06-14,105.48
2004-07-14,103.6
2004-08-13,109.81
2004-09-12,115.13
2004-10-12,116.44
2004-11-11,102.86
2004-12-11,110.28
2005-01-10,118.58
2005-02-09,111.08
2005-03-11,121.39
2005-04-10,105.43
2005-05-10,119.68
2005-06-09,106.86
2005-07-09,110.36
2005-08-08,102.98
2005-09-07,107.64
2005-10-07,121.37
2005-11-06,109.68
2005-12-06,101.93
2006-01-05,108.05
2006-02-04,105.8
2006-03-06,113.7
2006-04-05,101.94
2006-05-05,105.06
2006-06-04,102.73
2006-07-04,116.46
2006-08-03,100.08
2006-09-02,101.07
2006-10-02,107.78
2006-11-01,109.82
2006-12-01,107.26
2006-12-31,111.96
2007-01-30,116.97
2007-03-01,109.24
2007-03-31,104.56
2007-04-30,114.95
2007-05-30,110.93
2007-06-29,102.11
2007-07-29,122.74
2007-08-28,119.11
2007-09-27,117.61
2007-10-27,120.73
2007-11-26,118.18
2007-12-26,110.81
2008-01-25,117.94
2008-02-24,101.18
2008-03-25,121.18
2008-04-24,122.13
2008-05-24,103.97
2008-06-23,107.94
2008-07-23,106.38
2008-08-22,111.32
2008-09-21,112.92
2008-10-21,121.86
2008-11-20,114.8
2008-12-20,118.2
2009-01-19,115.28
2009-02-18,117.84
2009-03-20,101.63
2009-04-19,116.33
2009-05-19,117.79
2009-06-18,108.44
2009-07-18,115.23
2009-08-17,100.06
2009-09-16,116.99
2009-10-16,101.21
2009-11-15,100.07
2009-12-15,118.53
2010-01-14,105.24
2010-02-13,114.89
2010-03-15,122.75
2010-04-14,115.03
2010-05-14,110.15
2010-06-13,119.27
2010-07-13,107.7
2010-08-12,100.53
2010-09-11,103.52
2010-10-11,109.5
2010-11-10,115.36
2010-12-10,110.46
2011-01-09,113.05
2011-02-08,118.29
2011-03-10,122.85
2011-04-09,114.46
2011-05-09,117.53
2011-06-08,111.64
2011-07-08,105.85
2011-08-07,117.83
2011-09-06,100.27
2011-10-06,101.99
2011-11-05,108.26
2011-12-05,122.63
2012-01-04,114.71
2012-02-03,107.71
2012-03-04,102.69
2012-04-03,113.68
2012-05-03,105.1
2012-06-02,120.32
2012-07-02,110.13
2012-08-01,100.98
2012-08-31,107.39
2012-09-30,122.29
2012-10-30,120.41
2012-11-29,109.79
2012-12-29,105.45
2013-01-28,110.4
2013-02-27,121.96
2013-03-29,117.27
2013-04-28,111.25
2013-05-28,117.29
2013-06-27,108.27
2013-07-27,107.35
2013-08-26,109.62
2013-09-25,113.94
2013-10-25,111.26
2013-11-24,109.55
2013-12-24,121.28
2014-01-23,109.74
2014-02-22,118.93
2014-03-24,107.12
2014-04-23,104.67
2014-05-23,112.92
2014-06-22,105.67
2014-07-22,103.61
2014-08-21,117.34
2014-09-20,116.62
2014-10-20,102.32
2014-11-19,102.22
2014-12-19,110.84
2015-01-18,112.57
2015-02-17,109.19
2015-03-19,110.53
2015-04-18,107.16
2015-05-18,118.36
2015-06-17,111.46
2015-07-17,122.59
2015-08-16,116.57
2015-09-15,105.44
2015-10-15,112.49
2015-11-14,111.91
2015-12-14,109.66
2016-01-13,108.89
2016-02-12,109.55
2016-03-13,115.65
2016-04-12,101.42
2016-05-12,108.47
2016-06-11,117.96
2016-07-11,109.39
2016-08-10,102.68
2016-09-09,121.52
2016-10-09,113.12
2016-11-08,122.15
2016-12-08,110.45
2017-01-07,108.0
2017-02-06,105.41
2017-03-08,115.48
2017-04-07,122.56
2017-05-07,117.92
2017-06-06,102.58
2017-07-06,101.9
2017-08-05,105.51
2017-09-04,103.74
2017-10-04,119.88
2017-11-03,120.78
2017-12-03,121.35
2018-01-02,108.93
2018-02-01,106.95
2018-03-03,118.91
2018-04-02,116.18
2018-05-02,113.03
2018-06-01,108.58
2018-07-01,109.36
2018-07-31,101.73
2018-08-30,102.51
2018-09-29,117.11
2018-10-29,100.09
2018-11-28,102.37
2018-12-28,115.18
2019-01-27,118.04
2019-02-26,105.35
2019-03-28,100.14
2019-04-27,114.91
2019-05-27,105.51
2019-06-26,101.38
2019-07-26,104.44
2019-08-25,108.45
2019-09-24,109.2
2019-10-24,115.35
2019-11-23,100.77
2019-12-23,115.78
2020-01-22,106.06
2020-02-21,110.68
2020-03-22,108.37
2020-04-21,111.16
2020-05-21,112.6
2020-06-20,108.74
2020-07-20,106.84
2020-08-19,106.28
2020-09-18,122.37
2020-10-18,104.58
2020-11-17,121.12
2020-12-17,109.16
2021-01-16,115.44
2021-02-15,113.88
2021-03-17,118.45
2021-04-16,107.83
2021-05-16,120.08
2021-06-15,122.78
2021-07-15,109.27
2021-08-14,103.99
