date,price
2016-12-08,115.62
2017-01-07,115.97
2017-02-06,121.0
2017-03-08,121.03
2017-04-07,108.93
2017-05-07,103.53
2017-06-06,102.93
2017-07-06,108.0
2017-08-05,116.56
2017-09-04,118.26
2017-10-04,118.71
2017-11-03,101.99
2017-12-03,122.01
2018-01-02,105.89
2018-02-01,113.92
2018-03-03,109.61
2018-04-02,113.16
2018-05-02,120.78
2018-06-01,103.97
2018-07-01,117.33
2018-07-31,117.2
2018-08-30,122.34
2018-09-29,105.65
2018-10-29,115.94
2018-11-28,107.44
2018-12-28,111.34
2019-01-27,111.17
2019-02-26,117.16
2019-03-28,100.84
2019-04-27,108.65
2019-05-27,118.29
2019-06-26,113.62
2019-07-26,106.32
2019-08-25,119.72
2019-09-24,100.52
2019-10-24,110.2
2019-11-23,122.61
2019-12-23,119.3
2020-01-22,114.34
2020-02-21,106.72
2020-03-22,100.17
2020-04-21,120.41
2020-05-21,122.71
2020-06-20,113.69
2020-07-20,122.86
2020-08-19,119.82
2020-09-18,113.77
2020-10-18,108.09
2020-11-17,101.5
2020-12-17,100.3
2021-01-16,120.21
2021-02-15,114.95
2021-03-17,100.16
2021-04-16,105.52
2021-05-16,116.64
2021-06-15,114.99
2021-07-15,108.45
2021-08-14,105.32
