date,price
2004-03-16,112.8
2004-04-15,111.5
2004-05-15,101.58
2004-06-14,117.5
2004-07-14,116.62
2004-08-13,110.99
2004-09-12,103.02
2004-10-12,121.76
2004-11-11,102.41
2004-12-11,112.47
2005-01-10,122.9
2005-02-09,121.66
2005-03-11,119.11
2005-04-10,119.06
2005-05-10,118.22
2005-06-09,108.46
2005-07-09,101.62
2005-08-08,102.65
2005-09-07,101.04
2005-10-07,114.18
2005-11-06,104.72
2005-12-06,108.07
2006-01-05,106.8
2006-02-04,110.65
2006-03-06,117.77
2006-04-05,110.45
2006-05-05,115.1
2006-06-04,113.8
2006-07-04,118.81
2006-08-03,105.04
2006-09-02,110.9
2006-10-02,111.17
2006-11-01,113.34
2006-12-01,120.88
2006-12-31,100.52
2007-01-30,112.33
2007-03-01,101.14
2007-03-31,105.14
2007-04-30,119.35
2007-05-30,122.6
2007-06-29,102.17
2007-07-29,103.68
2007-08-28,102.51
2007-09-27,111.63
2007-10-27,120.28
2007-11-26,109.79
2007-12-26,109.32
2008-01-25,107.01
2008-02-24,103.39
2008-03-25,117.05
2008-04-24,113.05
2008-05-24,103.18
2008-06-23,110.38
2008-07-23,116.74
2008-08-22,122.73
2008-09-21,105.79
2008-10-21,106.8
2008-11-20,116.27
2008-12-20,108.06
2009-01-19,117.17
2009-02-18,100.77
2009-03-20,101.2
2009-04-19,113.06
2009-05-19,100.98
2009-06-18,116.11
2009-07-18,108.36
2009-08-17,105.98
2009-09-16,100.6
2009-10-16,108.8
2009-11-15,100.09
2009-12-15,100.25
2010-01-14,112.87
2010-02-13,105.2
2010-03-15,122.17
2010-04-14,111.73
2010-05-14,110.46
2010-06-13,122.22
2010-07-13,122.1
2010-08-12,121.65
2010-09-11,109.54
2010-10-11,118.65
2010-11-10,120.84
2010-12-10,118.34
2011-01-09,122.63
2011-02-08,108.72
2011-03-10,121.82
2011-04-09,114.34
2011-05-09,109.11
2011-06-08,122.8
2011-07-08,104.36
2011-08-07,117.99
2011-09-06,101.51
2011-10-06,119.33
2011-11-05,109.4
2011-12-05,102.69
2012-01-04,115.14
2012-02-03,117.52
2012-03-04,116.09
2012-04-03,118.9
2012-05-03,121.95
2012-06-02,107.66
2012-07-02,102.95
2012-08-01,122.62
2012-08-31,122.42
2012-09-30,101.19
2012-10-30,120.07
2012-11-29,113.38
2012-12-29,122.78
2013-01-28,113.97
2013-02-27,116.02
2013-03-29,121.53
2013-04-28,119.91
2013-05-28,111.67
2013-06-27,115.04
2013-07-27,106.05
2013-08-26,109.76
2013-09-25,118.88
2013-10-25,103.45
2013-11-24,101.3
2013-12-24,100.06
2014-01-23,104.24
2014-02-22,118.77
2014-03-24,100.75
2014-04-23,105.38
2014-05-23,110.6
2014-06-22,103.84
2014-07-22,112.15
2014-08-21,122.58
2014-09-20,119.44
2014-10-20,118.85
2014-11-19,107.59
2014-12-19,109.04
2015-01-18,107.92
2015-02-17,106.73
2015-03-19,111.35
2015-04-18,108.43
2015-05-18,101.11
2015-06-17,101.11
2015-07-17,104.91
2015-08-16,100.16
2015-09-15,100.14
2015-10-15,112.97
2015-11-14,122.16
2015-12-14,121.47
2016-01-13,105.71
2016-02-12,118.76
2016-03-13,111.55
2016-04-12,120.21
2016-05-12,118.62
2016-06-11,117.46
2016-07-11,113.09
2016-08-10,113.37
2016-09-09,112.74
2016-10-09,109.44
2016-11-08,101.96
2016-12-08,104.33
2017-01-07,121.1
2017-02-06,102.46
2017-03-08,104.28
2017-04-07,103.43
2017-05-07,113.39
2017-06-06,111.83
2017-07-06,103.9
2017-08-05,105.91
2017-09-04,119.43
2017-10-04,107.96
2017-11-03,103.56
2017-12-03,120.79
2018-01-02,117.2
2018-02-01,102.2
2018-03-03,100.13
2018-04-02,113.98
2018-05-02,122.78
2018-06-01,104.65
2018-07-01,115.58
2018-07-31,103.21
2018-08-30,110.55
2018-09-29,117.51
2018-10-29,114.46
2018-11-28,113.23
2018-12-28,106.29
2019-01-27,118.41
2019-02-26,109.74
2019-03-28,113.74
2019-04-27,113.8
2019-05-27,114.9
2019-06-26,104.45
2019-07-26,113.66
2019-08-25,121.48
2019-09-24,101.32
2019-10-24,105.32
2019-11-23,100.2
2019-12-23,114.37
2020-01-22,115.12
2020-02-21,122.08
2020-03-22,103.02
2020-04-21,121.65
2020-05-21,115.38
2020-06-20,106.42
2020-07-20,118.62
2020-08-19,102.95
2020-09-18,114.31
2020-10-18,105.7
2020-11-17,103.81
2020-12-17,103.25
2021-01-16,113.54
2021-02-15,119.75
2021-03-17,105.35
2021-04-16,105.1
2021-05-16,121.98
2021-06-15,101.47
2021-07-15,112.81
2021-08-14,112.06
