date,price
1988-08-07,118.34
1988-09-06,110.95
1988-10-06,105.68
1988-11-05,103.74
1988-12-05,102.8
1989-01-04,101.57
1989-02-03,115.19
1989-03-05,116.95
1989-04-04,113.03
1989-05-04,119.62
1989-06-03,110.05
1989-07-03,118.36
1989-08-02,102.97
1989-09-01,108.6
1989-10-01,112.64
1989-10-31,115.19
1989-11-30,100.76
1989-12-30,103.51
1990-01-29,106.12
1990-02-28,114.79
1990-03-30,109.98
1990-04-29,114.45
1990-05-29,122.46
1990-06-28,108.37
1990-07-28,111.01
1990-08-27,122.28
1990-09-26,113.95
1990-10-26,102.71
1990-11-25,119.99
1990-12-25,108.17
1991-01-24,122.16
1991-02-23,120.3
1991-03-25,115.08
1991-04-24,102.78
1991-05-24,113.79
1991-06-23,106.51
1991-07-23,111.21
1991-08-22,105.44
1991-09-21,117.45
1991-10-21,119.11
1991-11-20,106.51
1991-12-20,115.35
1992-01-19,101.6
1992-02-18,122.71
1992-03-19,107.76
1992-04-18,114.86
1992-05-18,108.85
1992-06-17,102.63
1992-07-17,120.91
1992-08-16,102.97
1992-09-15,110.59
1992-10-15,110.78
1992-11-14,120.05
1992-12-14,108.93
1993-01-13,116.8
1993-02-12,113.15
1993-03-14,113.52
1993-04-13,104.39
1993-05-13,100.84
1993-06-12,110.47
1993-07-12,110.31
1993-08-11,101.17
1993-09-10,116.34
1993-10-10,102.05
1993-11-09,104.45
1993-12-09,122.91
1994-01-08,113.25
1994-02-07,120.7
1994-03-09,109.66
1994-04-08,113.84
1994-05-08,120.79
1994-06-07,122.53
1994-07-07,113.78
1994-08-06,110.09
1994-09-05,100.96
1994-10-05,113.4
1994-11-04,116.39
1994-12-04,105.28
1995-01-03,120.98
1995-02-02,121.08
1995-03-04,119.28
1995-04-03,105.55
1995-05-03,109.44
1995-06-02,116.25
1995-07-02,117.91
1995-08-01,122.98
1995-08-31,114.67
1995-09-30,109.57
1995-10-30,121.67
1995-11-29,102.34
1995-12-29,111.62
1996-01-28,104.81
1996-02-27,101.33
1996-03-28,100.02
1996-04-27,107.63
1996-05-27,109.73
1996-06-26,115.6
1996-07-26,110.65
1996-08-25,105.99
1996-09-24,112.49
1996-10-24,112.15
1996-11-23,115.81
1996-12-23,110.2
1997-01-22,100.26
1997-02-21,111.49
1997-03-23,108.71
1997-04-22,117.65
1997-05-22,108.88
1997-06-21,112.8
1997-07-21,102.05
1997-08-20,100.27
1997-09-19,121.11
1997-10-19,107.63
1997-11-18,102.56
1997-12-18,117.03
1998-01-17,120.1
1998-02-16,115.91
1998-03-18,111.27
1998-04-17,109.63
1998-05-17,100.47
1998-06-16,104.13
1998-07-16,115.01
1998-08-15,114.4
1998-09-14,101.35
1998-10-14,103.11
1998-11-13,102.68
1998-12-13,107.57
1999-01-12,110.81
1999-02-11,108.1
1999-03-13,121.09
1999-04-12,109.16
1999-05-12,111.11
1999-06-11,117.4
1999-07-11,112.81
1999-08-10,120.25
1999-09-09,122.5
1999-10-09,122.17
1999-11-08,116.45
1999-12-08,116.0
2000-01-07,110.68
2000-02-06,121.47
2000-03-07,121.45
2000-04-06,104.98
2000-05-06,113.21
2000-06-05,115.64
2000-07-05,102.66
2000-08-04,105.76
2000-09-03,121.95
2000-10-03,111.93
2000-11-02,107.19
2000-12-02,111.61
2001-01-01,110.31
2001-01-31,111.34
2001-03-02,112.12
2001-04-01,113.19
2001-05-01,103.28
2001-05-31,109.2
2001-06-30,120.11
2001-07-30,111.6
2001-08-29,105.29
2001-09-28,102.88
2001-10-28,109.4
2001-11-27,102.01
2001-12-27,110.61
2002-01-26,117.19
2002-02-25,115.71
2002-03-27,119.93
2002-04-26,100.4
2002-05-26,107.34
2002-06-25,114.39
2002-07-25,103.7
2002-08-24,103.16
2002-09-23,109.81
2002-10-23,114.42
2002-11-22,101.29
2002-12-22,111.64
2003-01-21,104.45
2003-02-20,119.19
2003-03-22,105.78
2003-04-21,102.59
2003-05-21,111.96
2003-06-20,119.18
2003-07-20,104.12
2003-08-19,110.73
2003-09-18,119.2
2003-10-18,118.66
2003-11-17,103.07
2003-12-17,110.61
2004-01-16,110.19
2004-02-15,120.31
2004-03-16,114.62
2004-04-15,107.57
2004-05-15,113.38
2004-06-14,118.17
2004-07-14,106.34
2004-08-13,102.54
2004-09-12,115.89
2004-10-12,115.49
2004-11-11,114.61
2004-12-11,100.62
2005-01-10,108.23
2005-02-09,105.84
2005-03-11,119.71
2005-04-10,114.77
2005-05-10,107.82
2005-06-09,121.62
2005-07-09,120.37
2005-08-08,122.64
2005-09-07,113.33
2005-10-07,121.36
2005-11-06,113.57
2005-12-06,114.75
2006-01-05,109.86
2006-02-04,105.19
2006-03-06,111.76
2006-04-05,107.19
2006-05-05,102.83
2006-06-04,121.68
2006-07-04,102.91
2006-08-03,116.19
2006-09-02,105.71
2006-10-02,111.48
2006-11-01,122.04
2006-12-01,119.38
2006-12-31,111.67
2007-01-30,118.04
2007-03-01,115.27
2007-03-31,101.8
2007-04-30,100.23
2007-05-30,115.03
2007-06-29,113.92
2007-07-29,116.35
2007-08-28,116.72
2007-09-27,111.76
2007-10-27,118.13
2007-11-26,108.11
2007-12-26,118.45
2008-01-25,102.44
2008-02-24,108.41
2008-03-25,113.15
2008-04-24,120.48
2008-05-24,114.34
2008-06-23,108.61
2008-07-23,113.08
2008-08-22,106.32
2008-09-21,109.3
2008-10-21,102.34
2008-11-20,121.53
2008-12-20,121.82
2009-01-19,119.95
2009-02-18,104.11
2009-03-20,118.62
2009-04-19,105.7
2009-05-19,109.35
2009-06-18,112.23
2009-07-18,119.33
2009-08-17,122.56
2009-09-16,112.09
2009-10-16,121.2
2009-11-15,104.64
2009-12-15,108.28
2010-01-14,115.83
2010-02-13,103.38
2010-03-15,116.26
2010-04-14,100.36
2010-05-14,109.75
2010-06-13,121.62
2010-07-13,104.4
2010-08-12,122.6
2010-09-11,117.74
2010-10-11,121.1
2010-11-10,114.65
2010-12-10,121.9
2011-01-09,110.97
2011-02-08,105.4
2011-03-10,110.6
2011-04-09,109.54
2011-05-09,101.13
2011-06-08,100.49
2011-07-08,106.43
2011-08-07,116.97
2011-09-06,100.33
2011-10-06,112.09
2011-11-05,107.75
2011-12-05,100.77
2012-01-04,119.5
2012-02-03,109.5
2012-03-04,103.03
2012-04-03,101.92
2012-05-03,119.93
2012-06-02,121.16
2012-07-02,122.25
2012-08-01,105.58
2012-08-31,121.34
2012-09-30,116.58
2012-10-30,104.15
2012-11-29,106.72
2012-12-29,120.36
2013-01-28,120.69
2013-02-27,117.92
2013-03-29,115.92
2013-04-28,107.26
2013-05-28,109.43
2013-06-27,111.22
2013-07-27,118.13
2013-08-26,116.54
2013-09-25,121.28
2013-10-25,100.88
2013-11-24,110.78
2013-12-24,105.97
2014-01-23,105.87
2014-02-22,108.14
2014-03-24,109.42
2014-04-23,115.9
2014-05-23,110.74
2014-06-22,100.73
2014-07-22,117.59
2014-08-21,115.04
2014-09-20,122.15
2014-10-20,106.95
2014-11-19,110.39
2014-12-19,101.85
2015-01-18,115.65
2015-02-17,113.68
2015-03-19,106.66
2015-04-18,118.39
2015-05-18,116.97
2015-06-17,112.0
2015-07-17,112.4
2015-08-16,106.31
2015-09-15,107.89
2015-10-15,110.66
2015-11-14,120.05
2015-12-14,109.29
2016-01-13,119.67
2016-02-12,113.89
2016-03-13,118.71
2016-04-12,120.25
2016-05-12,107.45
2016-06-11,114.04
2016-07-11,115.74
2016-08-10,113.59
2016-09-09,105.97
2016-10-09,101.14
2016-11-08,112.66
2016-12-08,107.81
2017-01-07,119.23
2017-02-06,102.28
2017-03-08,106.49
2017-04-07,113.03
2017-05-07,120.87
2017-06-06,122.48
2017-07-06,106.61
2017-08-05,112.58
2017-09-04,110.87
2017-10-04,106.8
2017-11-03,116.62
2017-12-03,110.01
2018-01-02,110.2
2018-02-01,110.76
2018-03-03,100.07
2018-04-02,120.1
2018-05-02,117.02
2018-06-01,111.34
2018-07-01,107.92
2018-07-31,100.77
2018-08-30,100.78
2018-09-29,115.37
2018-10-29,108.2
2018-11-28,122.21
2018-12-28,111.45
2019-01-27,119.75
2019-02-26,105.78
2019-03-28,114.14
2019-04-27,120.76
2019-05-27,108.77
2019-06-26,104.95
2019-07-26,102.78
2019-08-25,115.42
2019-09-24,106.54
2019-10-24,121.78
2019-11-23,110.33
2019-12-23,106.65
2020-01-22,107.27
2020-02-21,102.08
2020-03-22,117.88
2020-04-21,118.74
2020-05-21,112.73
2020-06-20,106.83
2020-07-20,106.64
2020-08-19,106.32
2020-09-18,104.19
2020-10-18,117.58
2020-11-17,109.79
2020-12-17,121.67
2021-01-16,122.09
2021-02-15,114.62
2021-03-17,111.01
2021-04-16,105.88
2021-05-16,103.41
2021-06-15,114.45
2021-07-15,106.28
2021-08-14,115.07
