date,price
1988-10-06,118.4
1988-11-05,109.39
1988-12-05,103.48
1989-01-04,100.7
1989-02-03,108.2
1989-03-05,105.22
1989-04-04,115.78
1989-05-04,100.3
1989-06-03,116.01
1989-07-03,113.08
1989-08-02,110.43
1989-09-01,107.41
1989-10-01,120.09
1989-10-31,109.89
1989-11-30,111.78
1989-12-30,121.99
1990-01-29,118.23
1990-02-28,102.14
1990-03-30,117.31
1990-04-29,119.25
1990-05-29,120.09
1990-06-28,102.59
1990-07-28,104.15
1990-08-27,116.23
1990-09-26,118.43
1990-10-26,104.8
1990-11-25,109.04
1990-12-25,113.78
1991-01-24,112.99
1991-02-23,100.16
1991-03-25,120.5
1991-04-24,115.27
1991-05-24,120.81
1991-06-23,113.15
1991-07-23,101.21
1991-08-22,112.53
1991-09-21,105.95
1991-10-21,122.94
1991-11-20,112.68
1991-12-20,112.71
1992-01-19,112.85
1992-02-18,103.57
1992-03-19,118.64
1992-04-18,108.23
1992-05-18,106.1
1992-06-17,109.83
1992-07-17,109.1
1992-08-16,117.21
1992-09-15,119.92
1992-10-15,103.55
1992-11-14,117.95
1992-12-14,115.33
1993-01-13,113.83
1993-02-12,112.54
1993-03-14,104.75
1993-04-13,103.95
1993-05-13,107.03
1993-06-12,105.55
1993-07-12,121.72
1993-08-11,111.77
1993-09-10,107.17
1993-10-10,111.17
1993-11-09,118.72
1993-12-09,116.27
1994-01-08,120.71
1994-02-07,103.73
1994-03-09,114.9
1994-04-08,118.04
1994-05-08,111.24
1994-06-07,104.91
1994-07-07,111.83
1994-08-06,107.28
1994-09-05,110.32
1994-10-05,106.54
1994-11-04,105.33
1994-12-04,119.21
1995-01-03,100.67
1995-02-02,116.18
1995-03-04,101.62
1995-04-03,120.87
1995-05-03,119.19
1995-06-02,101.22
1995-07-02,115.68
1995-08-01,119.52
1995-08-31,105.31
1995-09-30,111.11
1995-10-30,105.58
1995-11-29,115.5
1995-12-29,113.88
1996-01-28,119.55
1996-02-27,121.58
1996-03-28,121.21
1996-04-27,109.36
1996-05-27,102.32
1996-06-26,120.76
1996-07-26,100.03
1996-08-25,112.41
1996-09-24,104.27
1996-10-24,112.05
1996-11-23,100.33
1996-12-23,119.12
1997-01-22,104.35
1997-02-21,106.41
1997-03-23,117.76
1997-04-22,101.57
1997-05-22,122.14
1997-06-21,108.42
1997-07-21,121.24
1997-08-20,100.48
1997-09-19,118.82
1997-10-19,117.82
1997-11-18,105.88
1997-12-18,109.61
1998-01-17,109.96
1998-02-16,116.06
1998-03-18,107.94
1998-04-17,101.61
1998-05-17,106.48
1998-06-16,114.83
1998-07-16,110.81
1998-08-15,102.64
1998-09-14,115.16
1998-10-14,113.19
1998-11-13,113.47
1998-12-13,108.86
1999-01-12,117.8
1999-02-11,103.48
1999-03-13,116.18
1999-04-12,111.76
1999-05-12,111.26
1999-06-11,122.65
1999-07-11,118.62
1999-08-10,115.74
1999-09-09,102.95
1999-10-09,122.62
1999-11-08,100.67
1999-12-08,107.26
2000-01-07,119.0
2000-02-06,112.81
2000-03-07,116.86
2000-04-06,106.17
2000-05-06,104.46
2000-06-05,112.29
2000-07-05,105.89
2000-08-04,100.26
2000-09-03,122.93
2000-10-03,103.33
2000-11-02,120.77
2000-12-02,122.29
2001-01-01,101.45
2001-01-31,114.44
2001-03-02,116.51
2001-04-01,110.04
2001-05-01,120.87
2001-05-31,118.04
2001-06-30,100.75
2001-07-30,103.25
2001-08-29,116.56
2001-09-28,102.16
2001-10-28,101.57
2001-11-27,107.03
2001-12-27,102.61
2002-01-26,121.6
2002-02-25,101.47
2002-03-27,101.28
2002-04-26,116.72
2002-05-26,111.43
2002-06-25,101.6
2002-07-25,119.88
2002-08-24,105.0
2002-09-23,114.89
2002-10-23,117.6
2002-11-22,120.67
2002-12-22,122.14
2003-01-21,107.06
2003-02-20,121.77
2003-03-22,111.47
2003-04-21,111.9
2003-05-21,107.71
2003-06-20,109.56
2003-07-20,122.89
2003-08-19,106.95
2003-09-18,108.27
2003-10-18,117.32
2003-11-17,118.93
2003-12-17,122.89
2004-01-16,120.09
2004-02-15,120.92
2004-03-16,100.25
2004-04-15,122.45
2004-05-15,122.53
2004-06-14,121.2
2004-07-14,106.68
2004-08-13,106.25
2004-09-12,106.08
2004-10-12,112.72
2004-11-11,111.15
2004-12-11,108.92
2005-01-10,110.2
2005-02-09,104.25
2005-03-11,104.9
2005-04-10,121.16
2005-05-10,112.34
2005-06-09,107.87
2005-07-09,119.66
2005-08-08,121.15
2005-09-07,110.06
2005-10-07,110.02
2005-11-06,106.01
2005-12-06,105.45
2006-01-05,105.93
2006-02-04,109.79
2006-03-06,112.68
2006-04-05,121.7
2006-05-05,104.3
2006-06-04,104.88
2006-07-04,111.19
2006-08-03,122.91
2006-09-02,121.83
2006-10-02,102.21
2006-11-01,106.47
2006-12-01,106.72
2006-12-31,122.09
2007-01-30,111.5
2007-03-01,111.36
2007-03-31,120.47
2007-04-30,107.46
2007-05-30,113.19
2007-06-29,103.97
2007-07-29,110.78
2007-08-28,120.68
2007-09-27,113.97
2007-10-27,118.76
2007-11-26,116.2
2007-12-26,108.53
2008-01-25,116.92
2008-02-24,105.18
2008-03-25,104.93
2008-04-24,110.52
2008-05-24,115.8
2008-06-23,120.43
2008-07-23,120.14
2008-08-22,114.85
2008-09-21,107.37
2008-10-21,122.28
2008-11-20,113.28
2008-12-20,119.78
2009-01-19,118.73
2009-02-18,112.79
2009-03-20,122.1
2009-04-19,104.56
2009-05-19,120.34
2009-06-18,112.03
2009-07-18,122.11
2009-08-17,120.36
2009-09-16,110.22
2009-10-16,116.62
2009-11-15,100.97
2009-12-15,120.25
2010-01-14,113.06
2010-02-13,106.94
2010-03-15,103.32
2010-04-14,117.96
2010-05-14,102.18
2010-06-13,112.73
2010-07-13,118.01
2010-08-12,106.06
2010-09-11,122.64
2010-10-11,103.01
2010-11-10,114.37
2010-12-10,101.05
2011-01-09,105.92
2011-02-08,122.64
2011-03-10,113.19
2011-04-09,101.07
2011-05-09,115.79
2011-06-08,107.74
2011-07-08,122.36
2011-08-07,108.86
2011-09-06,105.93
2011-10-06,111.51
2011-11-05,107.86
2011-12-05,120.05
2012-01-04,106.76
2012-02-03,116.98
2012-03-04,108.28
2012-04-03,116.07
2012-05-03,120.91
2012-06-02,104.74
2012-07-02,122.86
2012-08-01,109.09
2012-08-31,108.99
2012-09-30,106.85
2012-10-30,104.24
2012-11-29,101.63
2012-12-29,118.8
2013-01-28,114.06
2013-02-27,105.0
2013-03-29,114.75
2013-04-28,114.42
2013-05-28,115.81
2013-06-27,112.22
2013-07-27,112.75
2013-08-26,111.48
2013-09-25,119.54
2013-10-25,119.31
2013-11-24,101.84
2013-12-24,121.22
2014-01-23,114.31
2014-02-22,108.45
2014-03-24,119.94
2014-04-23,116.99
2014-05-23,114.19
2014-06-22,100.04
2014-07-22,120.55
2014-08-21,122.27
2014-09-20,101.46
2014-10-20,112.23
2014-11-19,100.95
2014-12-19,108.16
2015-01-18,108.22
2015-02-17,116.28
2015-03-19,106.26
2015-04-18,115.48
2015-05-18,107.3
2015-06-17,122.76
2015-07-17,110.58
2015-08-16,107.03
2015-09-15,101.79
2015-10-15,106.23
2015-11-14,118.46
2015-12-14,106.8
2016-01-13,119.92
2016-02-12,100.3
2016-03-13,103.58
2016-04-12,108.14
2016-05-12,104.81
2016-06-11,122.81
2016-07-11,121.55
2016-08-10,112.46
2016-09-09,107.09
2016-10-09,122.04
2016-11-08,119.1
2016-12-08,113.1
2017-01-07,102.35
2017-02-06,113.54
2017-03-08,106.45
2017-04-07,120.15
2017-05-07,112.0
2017-06-06,106.79
2017-07-06,100.35
2017-08-05,121.32
2017-09-04,116.52
2017-10-04,101.53
2017-11-03,122.3
2017-12-03,101.61
2018-01-02,107.74
2018-02-01,116.92
2018-03-03,117.73
2018-04-02,118.06
2018-05-02,113.2
2018-06-01,110.62
2018-07-01,100.24
2018-07-31,112.06
2018-08-30,111.74
2018-09-29,115.47
2018-10-29,112.01
2018-11-28,121.73
2018-12-28,119.55
2019-01-27,105.7
2019-02-26,117.38
2019-03-28,101.55
2019-04-27,110.34
2019-05-27,115.53
2019-06-26,110.67
2019-07-26,117.24
2019-08-25,117.64
2019-09-24,112.16
2019-10-24,101.44
2019-11-23,105.02
2019-12-23,109.3
2020-01-22,105.2
2020-02-21,109.69
2020-03-22,119.83
2020-04-21,100.62
2020-05-21,120.34
2020-06-20,116.3
2020-07-20,117.66
2020-08-19,107.55
2020-09-18,112.38
2020-10-18,103.91
2020-11-17,118.15
2020-12-17,105.06
2021-01-16,100.14
2021-02-15,116.02
2021-03-17,116.32
2021-04-16,104.51
2021-05-16,103.89
2021-06-15,115.5
2021-07-15,114.67
2021-08-14,121.68
