date,price
2014-04-06,116.25
2014-05-06,110.01
2014-06-05,142.79
2014-07-05,130.92
2014-08-04,131.84
2014-09-03,108.19
2014-10-03,109.62
2014-11-02,109.24
2014-12-02,129.93
2015-01-01,146.72
2015-01-31,103.9
2015-03-02,136.0
2015-04-01,118.84
2015-05-01,134.12
2015-05-31,107.67
2015-06-30,107.98
2015-07-30,113.7
2015-08-29,145.48
2015-09-28,142.37
2015-10-28,148.1
2015-11-27,118.11
2015-12-27,113.22
2016-01-26,136.33
2016-02-25,137.45
2016-03-26,132.44
2016-04-25,105.94
2016-05-25,135.49
2016-06-24,103.52
2016-07-24,129.91
2016-08-23,112.01
2016-09-22,110.46
2016-10-22,119.0
2016-11-21,112.35
2016-12-21,108.49
2017-01-20,106.49
2017-02-19,123.84
2017-03-21,142.96
2017-04-20,121.2
2017-05-20,119.22
2017-06-19,140.91
2017-07-19,115.26
2017-08-18,128.53
2017-09-17,107.17
2017-10-17,136.36
2017-11-16,114.63
2017-12-16,104.84
2018-01-15,109.39
2018-02-14,138.3
2018-03-16,131.15
2018-04-15,111.17
2018-05-15,106.87
2018-06-14,130.84
2018-07-14,142.58
2018-08-13,142.27
2018-09-12,100.21
2018-10-12,114.0
2018-11-11,117.16
2018-12-11,123.32
2019-01-10,146.33
2019-02-09,132.8
2019-03-11,143.27
2019-04-10,149.27
2019-05-10,119.46
2019-06-09,111.44
2019-07-09,149.29
2019-08-08,136.94
2019-09-07,148.53
2019-10-07,118.62
2019-11-06,101.62
2019-12-06,101.07
2020-01-05,113.07
2020-02-04,112.42
2020-03-05,139.47
2020-04-04,108.73
2020-05-04,146.38
2020-06-03,144.99
2020-07-03,101.58
2020-08-02,106.04
2020-09-01,125.75
2020-10-01,101.22
2020-10-31,141.71
2020-11-30,134.06
2020-12-30,111.06
2021-01-29,110.39
2021-02-28,121.69
2021-03-30,100.44
2021-04-29,121.24
2021-05-29,108.97
2021-06-28,109.95
2021-07-28,139.36
