date,price
2001-10-28,109.1
2001-11-27,108.67
2001-12-27,121.05
2002-01-26,116.82
2002-02-25,108.52
2002-03-27,122.15
2002-04-26,119.67
2002-05-26,118.29
2002-06-25,100.26
2002-07-25,116.87
2002-08-24,118.53
2002-09-23,107.13
2002-10-23,111.42
2002-11-22,105.31
2002-12-22,122.77
2003-01-21,110.29
2003-02-20,113.6
2003-03-22,120.65
2003-04-21,117.65
2003-05-21,105.77
2003-06-20,108.88
2003-07-20,117.16
2003-08-19,112.02
2003-09-18,117.23
2003-10-18,110.31
2003-11-17,109.56
2003-12-17,114.41
2004-01-16,111.41
2004-02-15,102.45
2004-03-16,118.67
2004-04-15,105.64
2004-05-15,102.57
2004-06-14,100.86
2004-07-14,105.52
2004-08-13,100.94
2004-09-12,110.78
2004-10-12,105.11
2004-11-11,116.68
2004-12-11,100.73
2005-01-10,119.63
2005-02-09,109.48
2005-03-11,118.9
2005-04-10,120.77
2005-05-10,104.12
2005-06-09,120.66
2005-07-09,107.53
2005-08-08,120.37
2005-09-07,100.02
2005-10-07,121.32
2005-11-06,110.51
2005-12-06,116.11
2006-01-05,122.26
2006-02-04,118.4
2006-03-06,108.62
2006-04-05,119.18
2006-05-05,119.49
2006-06-04,109.02
2006-07-04,104.13
2006-08-03,106.65
2006-09-02,114.99
2006-10-02,110.67
2006-11-01,104.67
2006-12-01,117.79
2006-12-31,104.52
2007-01-30,108.9
2007-03-01,119.83
2007-03-31,100.04
2007-04-30,112.11
2007-05-30,109.53
2007-06-29,100.5
2007-07-29,102.55
2007-08-28,101.4
2007-09-27,102.47
2007-10-27,117.22
2007-11-26,103.03
2007-12-26,101.67
2008-01-25,114.51
2008-02-24,114.13
2008-03-25,109.12
2008-04-24,105.96
2008-05-24,122.97
2008-06-23,122.85
2008-07-23,121.19
2008-08-22,109.04
2008-09-21,119.96
2008-10-21,107.4
2008-11-20,101.59
2008-12-20,116.92
2009-01-19,120.29
2009-02-18,114.12
2009-03-20,116.23
2009-04-19,119.89
2009-05-19,114.23
2009-06-18,112.19
2009-07-18,100.7
2009-08-17,101.64
2009-09-16,110.76
2009-10-16,101.89
2009-11-15,104.97
2009-12-15,102.14
2010-01-14,117.16
2010-02-13,111.42
2010-03-15,114.08
2010-04-14,114.88
2010-05-14,122.57
2010-06-13,100.61
2010-07-13,115.17
2010-08-12,106.44
2010-09-11,114.92
2010-10-11,113.99
2010-11-10,108.57
2010-12-10,109.82
2011-01-09,120.43
2011-02-08,110.85
2011-03-10,105.71
2011-04-09,120.88
2011-05-09,121.24
2011-06-08,101.1
2011-07-08,104.64
2011-08-07,102.42
2011-09-06,111.61
2011-10-06,115.36
2011-11-05,111.01
2011-12-05,105.37
2012-01-04,112.77
2012-02-03,109.6
2012-03-04,120.66
2012-04-03,113.66
2012-05-03,107.93
2012-06-02,121.68
2012-07-02,111.09
2012-08-01,106.39
2012-08-31,110.81
2012-09-30,104.11
2012-10-30,115.85
2012-11-29,108.15
2012-12-29,104.37
2013-01-28,100.84
2013-02-27,106.17
2013-03-29,107.66
2013-04-28,106.18
2013-05-28,100.08
2013-06-27,110.51
2013-07-27,105.19
2013-08-26,114.16
2013-09-25,113.36
2013-10-25,106.6
2013-11-24,104.05
2013-12-24,116.2
2014-01-23,114.87
2014-02-22,116.28
2014-03-24,105.73
2014-04-23,114.77
2014-05-23,108.15
2014-06-22,109.8
2014-07-22,116.48
2014-08-21,111.48
2014-09-20,101.96
2014-10-20,100.08
2014-11-19,107.52
2014-12-19,111.21
2015-01-18,105.07
2015-02-17,101.37
2015-03-19,113.02
2015-04-18,109.82
2015-05-18,106.18
2015-06-17,116.65
2015-07-17,121.71
2015-08-16,119.05
2015-09-15,108.34
2015-10-15,117.16
2015-11-14,117.06
2015-12-14,122.77
2016-01-13,100.18
2016-02-12,114.8
2016-03-13,106.46
2016-04-12,117.03
2016-05-12,109.79
2016-06-11,110.79
2016-07-11,121.18
2016-08-10,118.76
2016-09-09,120.63
2016-10-09,114.24
2016-11-08,110.74
2016-12-08,119.29
2017-01-07,108.09
2017-02-06,108.52
2017-03-08,113.45
2017-04-07,119.95
2017-05-07,104.73
2017-06-06,102.75
2017-07-06,122.81
2017-08-05,111.71
2017-09-04,106.42
2017-10-04,108.7
2017-11-03,115.91
2017-12-03,101.91
2018-01-02,121.5
2018-02-01,106.95
2018-03-03,106.02
2018-04-02,116.65
2018-05-02,102.98
2018-06-01,101.61
2018-07-01,110.25
2018-07-31,107.82
2018-08-30,112.62
2018-09-29,109.76
2018-10-29,118.05
2018-11-28,112.16
2018-12-28,114.18
2019-01-27,102.3
2019-02-26,102.91
2019-03-28,113.4
2019-04-27,107.7
2019-05-27,118.75
2019-06-26,103.05
2019-07-26,105.94
2019-08-25,122.47
2019-09-24,112.88
2019-10-24,107.18
2019-11-23,100.91
2019-12-23,119.76
2020-01-22,115.42
2020-02-21,121.58
2020-03-22,117.39
2020-04-21,110.91
2020-05-21,111.87
2020-06-20,119.7
2020-07-20,105.62
2020-08-19,112.4
2020-09-18,116.11
2020-10-18,106.09
2020-11-17,112.89
2020-12-17,117.98
2021-01-16,122.32
2021-02-15,114.04
2021-03-17,112.65
2021-04-16,106.3
2021-05-16,106.7
2021-06-15,113.52
2021-07-15,108.57
2021-08-14,116.58
